	id	drug_agent	pheno_eucast
931	ERR11176980	CIP	R
932	ERR11176981	CIP	R
933	ERR11176982	CIP	R
934	ERR11176983	CIP	R
935	ERR11176984	CIP	S
936	ERR11176985	CIP	S
937	ERR11176986	CIP	R
938	ERR11176987	CIP	R
939	ERR11176988	CIP	R
940	ERR11176989	CIP	R
941	ERR11176990	CIP	R
942	ERR11176992	CIP	R
943	ERR11176993	CIP	R
944	ERR11176994	CIP	R
945	ERR11176995	CIP	R
946	ERR11176997	CIP	R
947	ERR11176998	CIP	S
948	ERR11177000	CIP	R
949	ERR11177001	CIP	R
950	ERR11177002	CIP	S
951	ERR11177003	CIP	S
952	ERR11177004	CIP	R
953	ERR11177005	CIP	S
954	ERR11177006	CIP	S
955	ERR11177007	CIP	R
956	ERR11177008	CIP	S
957	ERR11177009	CIP	S
958	ERR11177010	CIP	R
959	ERR11177015	CIP	R
960	ERR11177016	CIP	S
961	ERR11177017	CIP	R
962	ERR11177018	CIP	R
963	ERR11177019	CIP	R
964	ERR11177020	CIP	R
965	ERR11177021	CIP	R
966	ERR11177022	CIP	S
967	ERR11177023	CIP	S
968	ERR11177024	CIP	R
969	ERR11177025	CIP	S
970	ERR11177027	CIP	R
971	ERR11177028	CIP	S
972	ERR11177029	CIP	R
973	ERR11177030	CIP	R
974	ERR11177031	CIP	S
975	ERR11177032	CIP	R
976	ERR11177033	CIP	S
977	ERR11177034	CIP	R
978	ERR11177035	CIP	R
979	ERR11177036	CIP	S
980	ERR11177037	CIP	S
981	ERR11177038	CIP	S
982	ERR11177039	CIP	R
983	ERR11177040	CIP	S
984	ERR11177041	CIP	R
985	ERR11177042	CIP	R
986	ERR11177043	CIP	R
987	ERR11177044	CIP	R
988	ERR11177045	CIP	R
989	ERR11177046	CIP	R
990	ERR11177047	CIP	R
991	ERR11177048	CIP	R
992	ERR11177049	CIP	S
993	ERR11177050	CIP	R
994	ERR11177051	CIP	S
995	ERR11177052	CIP	R
996	ERR11177053	CIP	R
997	ERR11177054	CIP	R
998	ERR11177055	CIP	R
999	ERR11177056	CIP	S
1000	ERR11177057	CIP	R
1001	ERR11177058	CIP	R
1002	ERR11177059	CIP	R
1003	ERR11177060	CIP	R
1004	ERR11177061	CIP	R
1005	ERR11177062	CIP	S
1006	ERR11177063	CIP	S
1007	ERR11177064	CIP	R
1008	ERR11177065	CIP	S
1009	ERR11177066	CIP	R
1010	ERR11177067	CIP	R
1011	ERR11177068	CIP	S
1012	ERR11177069	CIP	R
1013	ERR11177070	CIP	S
1014	ERR11177071	CIP	R
1015	ERR11177072	CIP	R
1016	ERR11177073	CIP	S
1017	ERR11177074	CIP	R
1018	ERR11177075	CIP	R
1019	ERR11177076	CIP	S
1020	ERR11177077	CIP	R
1021	ERR11177078	CIP	S
1022	ERR11177079	CIP	S
1023	ERR11177080	CIP	S
1024	ERR11177081	CIP	S
1025	ERR11177082	CIP	R
1026	ERR11177083	CIP	R
1027	ERR11177085	CIP	R
1028	ERR11177086	CIP	S
1029	ERR11177087	CIP	S
1030	ERR11177088	CIP	R
1031	ERR11177089	CIP	R
1032	ERR11177090	CIP	S
1033	ERR11177091	CIP	S
1034	ERR11177092	CIP	S
1035	ERR11177093	CIP	R
1036	ERR11177094	CIP	R
1037	ERR11177095	CIP	R
1038	ERR11177096	CIP	R
1039	ERR11177097	CIP	S
1040	ERR11177098	CIP	S
1041	ERR11177099	CIP	R
1042	ERR11177100	CIP	R
1043	ERR11177101	CIP	R
1044	ERR11177102	CIP	R
1045	ERR11177103	CIP	S
1046	ERR11177104	CIP	S
1047	ERR11177105	CIP	S
1048	ERR11177106	CIP	R
1049	ERR11177107	CIP	S
1050	ERR11177108	CIP	R
1051	ERR11177109	CIP	R
1052	ERR11177110	CIP	R
1053	ERR11177111	CIP	S
1054	ERR11177113	CIP	S
1055	ERR11177115	CIP	S
1056	ERR11177117	CIP	S
1057	ERR11177118	CIP	R
1058	ERR11177119	CIP	R
1059	ERR11177120	CIP	S
1060	ERR11177121	CIP	R
1061	ERR11177122	CIP	R
1062	ERR11177124	CIP	R
1063	ERR11177125	CIP	S
1064	ERR11177127	CIP	R
1065	ERR11177128	CIP	R
1066	ERR11177129	CIP	R
1067	ERR11177130	CIP	R
1068	ERR11177131	CIP	R
1069	ERR11177132	CIP	R
1070	ERR11177133	CIP	S
1071	ERR11177134	CIP	S
1072	ERR11177135	CIP	R
1073	ERR11177136	CIP	R
1074	ERR11177137	CIP	R
1075	ERR11177138	CIP	R
1076	ERR11177159	CIP	S
1077	ERR11177160	CIP	R
1078	ERR11177161	CIP	R
1079	ERR11177162	CIP	S
1080	ERR11177163	CIP	S
1081	ERR11177164	CIP	R
1082	ERR11177165	CIP	R
1083	ERR11177166	CIP	R
1084	ERR11177168	CIP	R
1085	ERR11177169	CIP	R
1086	ERR11177170	CIP	R
1087	ERR11177171	CIP	R
1088	ERR11177172	CIP	R
1089	ERR11177209	CIP	R
1090	ERR11177210	CIP	R
1091	ERR11177211	CIP	R
1092	ERR11177213	CIP	R
1093	ERR11177214	CIP	S
1094	ERR11177215	CIP	R
1095	ERR11177216	CIP	R
1096	ERR11177217	CIP	R
1097	ERR11177218	CIP	R
1098	ERR11177219	CIP	R
1099	ERR11177220	CIP	S
1100	ERR11177221	CIP	S
1101	ERR11177222	CIP	S
1102	ERR11177223	CIP	R
1103	ERR11177224	CIP	S
1104	ERR11177225	CIP	R
1105	ERR11177226	CIP	R
1106	ERR11177227	CIP	S
1107	ERR11177228	CIP	S
1108	ERR11177229	CIP	S
1109	ERR11177231	CIP	S
1110	ERR11177232	CIP	S
1111	ERR11177233	CIP	S
1112	ERR11177234	CIP	S
1113	ERR11177235	CIP	S
1114	ERR11177236	CIP	S
1115	ERR11177237	CIP	S
1116	ERR11177238	CIP	R
1117	ERR11177239	CIP	R
1118	ERR11177240	CIP	R
1119	ERR11177241	CIP	S
1120	ERR11177242	CIP	S
1121	ERR11177243	CIP	S
1122	ERR11177244	CIP	S
1123	ERR11177245	CIP	R
1124	ERR11177246	CIP	R
1125	ERR11177247	CIP	R
1126	ERR11177248	CIP	S
1127	ERR11177249	CIP	S
1128	ERR11177250	CIP	S
1129	ERR11177251	CIP	S
1130	ERR11177252	CIP	S
1131	ERR11177253	CIP	S
1132	ERR11177254	CIP	R
1133	ERR11177255	CIP	R
1134	ERR11177256	CIP	R
1135	ERR11177257	CIP	R
1136	ERR11177259	CIP	R
1137	ERR11177260	CIP	R
1138	ERR11177261	CIP	R
1139	ERR11177262	CIP	S
1140	ERR11177263	CIP	R
1141	ERR11177264	CIP	R
1142	ERR11177265	CIP	R
1143	ERR11177266	CIP	R
1144	ERR11177267	CIP	S
1145	ERR11177268	CIP	R
1146	ERR11177269	CIP	S
1147	ERR11177270	CIP	R
1148	ERR11177399	CIP	S
1149	ERR11177400	CIP	S
1150	ERR11177401	CIP	S
1151	ERR11177402	CIP	R
1152	ERR11177405	CIP	R
1153	ERR11177420	CIP	S
1154	ERR11177421	CIP	R
1155	ERR11177422	CIP	R
1156	ERR11177423	CIP	R
1157	ERR11177424	CIP	R
1158	ERR11177425	CIP	R
1159	ERR11177426	CIP	R
1160	ERR11177427	CIP	R
1161	ERR11177428	CIP	S
1162	ERR11177429	CIP	R
1163	ERR11177430	CIP	R
1164	ERR11177431	CIP	R
1165	ERR11177432	CIP	R
1166	ERR11177433	CIP	R
1167	ERR11177434	CIP	R
1168	ERR11177435	CIP	R
1169	ERR11177445	CIP	R
1170	ERR11177446	CIP	R
1171	ERR11177447	CIP	R
1172	ERR11177449	CIP	S
1173	ERR11177450	CIP	S
1174	ERR11177475	CIP	S
1175	ERR11177483	CIP	R
1176	ERR11177484	CIP	R
1177	ERR11177903	CIP	S
1178	ERR11178123	CIP	S
1179	ERR11178134	CIP	S
1180	ERR11178135	CIP	S
1181	ERR11178145	CIP	R
1182	ERR11178204	CIP	R
1183	ERR11178208	CIP	R
1184	ERR11178263	CIP	R
1185	ERR11178444	CIP	R
1186	ERR11178445	CIP	S
1187	ERR11178446	CIP	R
1188	ERR11178447	CIP	R
1189	ERR11178448	CIP	R
1190	ERR11178449	CIP	S
1191	ERR11178450	CIP	S
1192	ERR11178452	CIP	S
1193	ERR11178453	CIP	R
1194	ERR11178475	CIP	S
1195	ERR11178522	CIP	R
1196	ERR11178575	CIP	S
1197	ERR11178625	CIP	R
1198	ERR11178721	CIP	S
1199	ERR11178766	CIP	S
1200	ERR11178773	CIP	S
1201	ERR11178781	CIP	R
1202	ERR11178784	CIP	R
1203	ERR11178785	CIP	R
1204	ERR11178786	CIP	R
1205	ERR11178787	CIP	S
1206	ERR11178788	CIP	S
1207	ERR11178789	CIP	S
1208	ERR11178790	CIP	S
1209	ERR11178791	CIP	S
1210	ERR11178792	CIP	R
1211	ERR11178793	CIP	R
1212	ERR11178794	CIP	S
1213	ERR11178795	CIP	R
1214	ERR11178796	CIP	R
1215	ERR11178797	CIP	S
1216	ERR11178798	CIP	R
1217	ERR11178799	CIP	S
1218	ERR11178800	CIP	R
1219	ERR11178801	CIP	R
1220	ERR11178802	CIP	S
1221	ERR11178803	CIP	S
1222	ERR11178804	CIP	S
1223	ERR11178821	CIP	S
1224	ERR11178822	CIP	R
1225	ERR11178823	CIP	R
1226	ERR11178824	CIP	R
1227	ERR11178825	CIP	R
1228	ERR11178826	CIP	S
1229	ERR11178827	CIP	S
1230	ERR11178828	CIP	R
1231	ERR11178850	CIP	S
1232	ERR11178851	CIP	S
1233	ERR11178948	CIP	S
1234	ERR11178949	CIP	S
1235	ERR11178950	CIP	S
1236	ERR11178951	CIP	S
1237	ERR11178952	CIP	R
1238	ERR11178953	CIP	R
1239	ERR11178954	CIP	R
1240	ERR11178955	CIP	R
1241	ERR11178956	CIP	R
1242	ERR11178957	CIP	S
1243	ERR11178958	CIP	R
1244	ERR11178959	CIP	R
1245	ERR11178960	CIP	R
1246	ERR11178961	CIP	R
1247	ERR11178962	CIP	R
1248	ERR11178963	CIP	S
1249	ERR11178964	CIP	R
1250	ERR11178965	CIP	R
1251	ERR11178966	CIP	R
1252	ERR11178967	CIP	R
1253	ERR11178968	CIP	R
1254	ERR11178969	CIP	R
1255	ERR11178970	CIP	R
1256	ERR11178971	CIP	S
1257	ERR11178972	CIP	S
1258	ERR11178973	CIP	S
1259	ERR11178974	CIP	S
1260	ERR11178975	CIP	S
1261	ERR11178976	CIP	R
1262	ERR11178977	CIP	R
1263	ERR11178978	CIP	R
1264	ERR11178979	CIP	R
1265	ERR11178980	CIP	S
1266	ERR11178981	CIP	R
1267	ERR11178982	CIP	S
1268	ERR11178983	CIP	R
1269	ERR11178984	CIP	S
1270	ERR11178985	CIP	R
1271	ERR11178986	CIP	R
1272	ERR11178987	CIP	S
1273	ERR11178988	CIP	R
1274	ERR11178989	CIP	S
1275	ERR11178990	CIP	R
1276	ERR11178991	CIP	S
1277	ERR11178992	CIP	R
1278	ERR11178993	CIP	R
1279	ERR11178994	CIP	S
1280	ERR11178995	CIP	R
1281	ERR11178996	CIP	R
1282	ERR11178997	CIP	R
1283	ERR11178998	CIP	R
1284	ERR11178999	CIP	R
1285	ERR11179000	CIP	R
1286	ERR11179001	CIP	S
1287	ERR11179002	CIP	R
1288	ERR11179003	CIP	S
1289	ERR11179004	CIP	S
1290	ERR11179005	CIP	S
1291	ERR11179006	CIP	S
1292	ERR11179008	CIP	R
1293	ERR11179009	CIP	R
1294	ERR11179015	CIP	R
1295	ERR11179017	CIP	S
1296	ERR11179018	CIP	S
1297	ERR11179019	CIP	R
1298	ERR11179020	CIP	R
1299	ERR11179021	CIP	S
1300	ERR11179022	CIP	S
1301	ERR11179023	CIP	S
1302	ERR11179024	CIP	S
1303	ERR11179025	CIP	S
1304	ERR11179038	CIP	S
1305	ERR11179039	CIP	S
1306	ERR11179040	CIP	R
1307	ERR11179041	CIP	R
1308	ERR11179042	CIP	R
1309	ERR11179043	CIP	R
1310	ERR11179044	CIP	R
1311	ERR11179045	CIP	S
1312	ERR11179046	CIP	R
1313	ERR11179047	CIP	R
1314	ERR11179048	CIP	R
1315	ERR11179049	CIP	R
1316	ERR11179050	CIP	R
1317	ERR11179051	CIP	R
1318	ERR11179052	CIP	S
1319	ERR11179053	CIP	S
1320	ERR11179054	CIP	R
1321	ERR11179055	CIP	S
1322	ERR11179056	CIP	S
1323	ERR11179057	CIP	S
1324	ERR11179058	CIP	R
1325	ERR11179059	CIP	R
1326	ERR11179060	CIP	S
1327	ERR11179061	CIP	S
1328	ERR11179062	CIP	S
1329	ERR11179063	CIP	R
1330	ERR11179064	CIP	S
1331	ERR11179065	CIP	R
1332	ERR11179066	CIP	S
1333	ERR11179067	CIP	S
1334	ERR11179068	CIP	R
1335	ERR11179069	CIP	S
1336	ERR11179070	CIP	S
1337	ERR11179071	CIP	R
1338	ERR11179072	CIP	S
1339	ERR11179073	CIP	S
1340	ERR11179075	CIP	S
1341	ERR11179076	CIP	S
1342	ERR11179078	CIP	S
1343	ERR11179079	CIP	R
1344	ERR11179081	CIP	R
1345	ERR11179082	CIP	S
1346	ERR11179083	CIP	R
1347	ERR11179084	CIP	R
1348	ERR11179085	CIP	S
1349	ERR11179086	CIP	R
1350	ERR11179087	CIP	R
1351	ERR11179088	CIP	R
1352	ERR11179089	CIP	R
1353	ERR11179090	CIP	R
1354	ERR11179091	CIP	R
1355	ERR11179092	CIP	R
1356	ERR11179093	CIP	S
1357	ERR11179094	CIP	R
1358	ERR11179095	CIP	R
1359	ERR11179096	CIP	R
1360	ERR11179097	CIP	S
1361	ERR11179098	CIP	R
1362	ERR11179099	CIP	R
1363	ERR11179100	CIP	R
1364	ERR11179101	CIP	R
1365	ERR11179102	CIP	R
1366	ERR11179103	CIP	S
1367	ERR11179104	CIP	S
1368	ERR11179105	CIP	R
1369	ERR11179106	CIP	R
1370	ERR11179107	CIP	R
1371	ERR11179108	CIP	R
1372	ERR11179109	CIP	S
1373	ERR11179110	CIP	S
1374	ERR11179111	CIP	S
1375	ERR11179112	CIP	R
1376	ERR11179113	CIP	S
1377	ERR11179114	CIP	S
1378	ERR11179115	CIP	R
1379	ERR11179116	CIP	R
1380	ERR11179117	CIP	S
1381	ERR11179118	CIP	S
1382	ERR11179119	CIP	S
1383	ERR11179120	CIP	R
1384	ERR11179121	CIP	R
1385	ERR11179122	CIP	S
1386	ERR11179123	CIP	R
1387	ERR11179124	CIP	S
1388	ERR11179125	CIP	S
1389	ERR11179126	CIP	R
1390	ERR11179127	CIP	S
1391	ERR11179128	CIP	R
1392	ERR11179129	CIP	S
1393	ERR11179130	CIP	R
1394	ERR11179131	CIP	S
1395	ERR11179132	CIP	S
1396	ERR11179133	CIP	S
1397	ERR11179137	CIP	S
1398	ERR11179138	CIP	R
1399	ERR11179139	CIP	R
1400	ERR11179140	CIP	S
1401	ERR11179141	CIP	R
1402	ERR11179142	CIP	R
1403	ERR11179143	CIP	R
1404	ERR11179144	CIP	R
1405	ERR11179145	CIP	S
1406	ERR11179146	CIP	S
1407	ERR11179147	CIP	R
1408	ERR11179148	CIP	S
1409	ERR11179151	CIP	R
1410	ERR11179152	CIP	R
1411	ERR11179153	CIP	R
1412	ERR11179154	CIP	R
1413	ERR11179155	CIP	R
1414	ERR11179156	CIP	R
1415	ERR11179157	CIP	R
1416	ERR11179158	CIP	R
1417	ERR11179159	CIP	R
1418	ERR11179160	CIP	S
1419	ERR11179161	CIP	S
1420	ERR11179162	CIP	S
1421	ERR11179163	CIP	S
1422	ERR11179164	CIP	S
1423	ERR11179165	CIP	S
1424	ERR11179166	CIP	R
1425	ERR11179167	CIP	S
1426	ERR11179168	CIP	R
1427	ERR11179169	CIP	R
1428	ERR11179170	CIP	R
1429	ERR11179171	CIP	R
1430	ERR11179172	CIP	R
1431	ERR11179173	CIP	R
1432	ERR11179174	CIP	R
1433	ERR11179175	CIP	S
1434	ERR11179176	CIP	R
1435	ERR11179177	CIP	S
1436	ERR11179178	CIP	R
1437	ERR11179179	CIP	R
1438	ERR11179180	CIP	S
1439	ERR11179181	CIP	R
1440	ERR11179182	CIP	S
1441	ERR11179183	CIP	S
1442	ERR11179184	CIP	R
1443	ERR11179185	CIP	S
1444	ERR11179186	CIP	R
1445	ERR11179187	CIP	R
1446	ERR11179188	CIP	S
1447	ERR11179189	CIP	R
1448	ERR11179190	CIP	R
1449	ERR11179191	CIP	R
1450	ERR11179192	CIP	R
1451	ERR11179193	CIP	R
1452	ERR11179194	CIP	S
1453	ERR11179195	CIP	R
1454	ERR11179196	CIP	S
1455	ERR11179197	CIP	S
1456	ERR11179198	CIP	S
1457	ERR11179199	CIP	S
1458	ERR11179200	CIP	R
1459	ERR11179201	CIP	S
1460	ERR11179202	CIP	R
1461	ERR11179203	CIP	S
1462	ERR11179204	CIP	R
1463	ERR11179205	CIP	R
1464	ERR11179206	CIP	R
1465	ERR11179207	CIP	S
1466	ERR11179208	CIP	R
1467	ERR11179209	CIP	S
1468	ERR11179210	CIP	R
1469	ERR11179211	CIP	R
1470	ERR11179212	CIP	R
1471	ERR11179213	CIP	S
1472	ERR11179214	CIP	R
1473	ERR11179215	CIP	R
1474	ERR11179216	CIP	R
1475	ERR11179217	CIP	S
1476	ERR11179218	CIP	R
1477	ERR11179219	CIP	S
1478	ERR11179220	CIP	R
1479	ERR11179221	CIP	S
1480	ERR11179222	CIP	R
1481	ERR11179223	CIP	R
1482	ERR11179224	CIP	S
1483	ERR11179225	CIP	R
1484	ERR11179226	CIP	R
1485	ERR11179227	CIP	R
1486	ERR11179228	CIP	R
1487	ERR11179229	CIP	R
1488	ERR11179230	CIP	R
1489	ERR11179231	CIP	R
1490	ERR11179232	CIP	R
1491	ERR11179233	CIP	R
1492	ERR11179234	CIP	R
1493	ERR11179235	CIP	R
1494	ERR11179236	CIP	R
1495	ERR11179237	CIP	R
1496	ERR11179238	CIP	R
1497	ERR11179239	CIP	R
1498	ERR11179240	CIP	S
1499	ERR11179241	CIP	R
1500	ERR11179242	CIP	R
1501	ERR11179243	CIP	R
1502	ERR11179244	CIP	R
1503	ERR11179245	CIP	S
1504	ERR11179246	CIP	R
1505	ERR11179247	CIP	R
1506	ERR11179248	CIP	R
1507	ERR11179249	CIP	R
1508	ERR11179250	CIP	S
1509	ERR11179251	CIP	R
1510	ERR11179252	CIP	S
1511	ERR11179253	CIP	S
1512	ERR11179254	CIP	S
1513	ERR11179255	CIP	S
1514	ERR11179256	CIP	S
1515	ERR11179257	CIP	S
1516	ERR11179258	CIP	R
1517	ERR11179259	CIP	S
1518	ERR11179260	CIP	S
1519	ERR11179261	CIP	R
1520	ERR11179262	CIP	R
1521	ERR11179263	CIP	R
1522	ERR11179264	CIP	R
1523	ERR11179265	CIP	S
1524	ERR11179266	CIP	R
1525	ERR11179267	CIP	S
1526	ERR11179268	CIP	R
1527	ERR11179269	CIP	R
1528	ERR11179270	CIP	S
1529	ERR11179271	CIP	S
1530	ERR11179272	CIP	R
1531	ERR11179273	CIP	S
1532	ERR11179274	CIP	R
1533	ERR11179275	CIP	R
1534	ERR11179276	CIP	S
1535	ERR11179277	CIP	R
1536	ERR11179278	CIP	S
1537	ERR11179279	CIP	S
1538	ERR11179280	CIP	R
1539	ERR11179281	CIP	S
1540	ERR11179282	CIP	S
1541	ERR11179284	CIP	R
1542	ERR11179287	CIP	R
1543	ERR11179290	CIP	R
1544	ERR11179292	CIP	S
1545	ERR11179293	CIP	R
1546	ERR11179294	CIP	R
1547	ERR11179295	CIP	R
1548	ERR11179296	CIP	R
1549	ERR11179297	CIP	S
1550	ERR11179298	CIP	R
1551	ERR11179299	CIP	R
1552	ERR11179300	CIP	R
1553	ERR11179302	CIP	R
1554	ERR11179303	CIP	S
1555	ERR11179304	CIP	S
1556	ERR11179305	CIP	S
1557	ERR11179306	CIP	R
1558	ERR11179307	CIP	R
1559	ERR11179308	CIP	R
1560	ERR11179309	CIP	R
1561	ERR11179310	CIP	R
1562	ERR11179311	CIP	R
1563	ERR11179312	CIP	R
1564	ERR11179313	CIP	R
1565	ERR11179314	CIP	R
1566	ERR11179315	CIP	R
1567	ERR11179316	CIP	R
1568	ERR11179317	CIP	R
1569	ERR11179318	CIP	R
1570	ERR11179360	CIP	R
1571	ERR11179361	CIP	S
1572	ERR11179362	CIP	R
1573	ERR11179495	CIP	S
1574	ERR11179880	CIP	R
1575	ERR11179881	CIP	R
1576	ERR11179882	CIP	R
1577	ERR11179883	CIP	R
1578	ERR11179884	CIP	R
1579	ERR11179885	CIP	R
1580	ERR11179886	CIP	R
1581	ERR11179887	CIP	R
1582	ERR11179888	CIP	R
1583	ERR11179889	CIP	R
1584	ERR11179890	CIP	S
1585	ERR11179891	CIP	R
1586	ERR11179893	CIP	R
1587	ERR11179894	CIP	R
1588	ERR11179895	CIP	R
1589	ERR11179896	CIP	R
1590	ERR11179897	CIP	S
1591	ERR11179898	CIP	R
1592	ERR11179913	CIP	R
1593	ERR11179914	CIP	R
1594	ERR11179915	CIP	R
1595	ERR11179916	CIP	R
1596	ERR11179917	CIP	R
1597	ERR11179919	CIP	R
1598	ERR11179920	CIP	S
1599	ERR11179921	CIP	R
1600	ERR11179922	CIP	R
1601	ERR11179924	CIP	R
1602	ERR11179938	CIP	R
1603	ERR11179939	CIP	S
1604	ERR11179941	CIP	R
1605	ERR11179943	CIP	R
1606	ERR11179944	CIP	S
1607	ERR11179946	CIP	S
1608	ERR11179947	CIP	R
1609	ERR11179948	CIP	R
1610	ERR11179950	CIP	R
1611	ERR11179951	CIP	R
1612	ERR11179952	CIP	R
1613	ERR11179954	CIP	S
1614	ERR11179956	CIP	R
1615	ERR11179959	CIP	R
1616	ERR11179961	CIP	R
1617	ERR11179963	CIP	S
1618	ERR11179965	CIP	R
1619	ERR11179966	CIP	R
1620	ERR11179967	CIP	R
1621	ERR11179969	CIP	R
1622	ERR11179971	CIP	R
1623	ERR11179972	CIP	R
1624	ERR11179974	CIP	R
1625	ERR11179975	CIP	R
1626	ERR11179977	CIP	R
1627	ERR11179978	CIP	R
1628	ERR11179979	CIP	S
1629	ERR11179980	CIP	S
1630	ERR11179981	CIP	S
1631	ERR11179982	CIP	S
1632	ERR11179983	CIP	S
1633	ERR11179984	CIP	S
1634	ERR11180040	CIP	S
1635	ERR11180044	CIP	S
1636	ERR11180046	CIP	S
1637	ERR11180047	CIP	S
1638	ERR11180049	CIP	R
1639	ERR11180051	CIP	R
1640	ERR11180052	CIP	R
1641	ERR11180058	CIP	R
1642	ERR11180152	CIP	S
1643	ERR11180166	CIP	R
1644	ERR11180171	CIP	S
1645	ERR11180185	CIP	S
1646	ERR11180195	CIP	S
1647	ERR11180210	CIP	R
1648	ERR11180224	CIP	S
1649	ERR11180225	CIP	R
1650	ERR11180227	CIP	R
1651	ERR11180228	CIP	S
1652	ERR11180229	CIP	S
1653	ERR11180230	CIP	S
1654	ERR11180231	CIP	R
1655	ERR11180232	CIP	S
1656	ERR11180233	CIP	S
1657	ERR11180234	CIP	S
1658	ERR11180235	CIP	R
1659	ERR11180236	CIP	R
1660	ERR11180238	CIP	R
1661	ERR11180240	CIP	S
1662	ERR11180241	CIP	R
1663	ERR11180243	CIP	R
1664	ERR11180245	CIP	R
1665	ERR11180246	CIP	S
1666	ERR11180248	CIP	S
1667	ERR11180250	CIP	S
1668	ERR11180252	CIP	R
1669	ERR11180254	CIP	S
1670	ERR11180255	CIP	S
1671	ERR11180258	CIP	R
1672	ERR11180259	CIP	S
1673	ERR11180261	CIP	R
1674	ERR11180288	CIP	R
1675	ERR11180290	CIP	R
1676	ERR11180292	CIP	S
1677	ERR11180293	CIP	S
1678	ERR11180295	CIP	S
1679	ERR11180296	CIP	R
1680	ERR11180298	CIP	S
1681	ERR11180300	CIP	S
1682	ERR11180302	CIP	R
1683	ERR11180303	CIP	R
1684	ERR11180332	CIP	R
1685	ERR11180334	CIP	S
1686	ERR11180344	CIP	R
1687	ERR11180345	CIP	S
1688	ERR11180346	CIP	S
1689	ERR11180348	CIP	S
1690	ERR11180350	CIP	S
1691	ERR11180351	CIP	R
1692	ERR11180353	CIP	R
1693	ERR11180354	CIP	R
1694	ERR11180356	CIP	S
1695	ERR11180357	CIP	R
1696	ERR11180358	CIP	S
1697	ERR11180359	CIP	S
1698	ERR11180360	CIP	R
1699	ERR11180361	CIP	S
1700	ERR11180362	CIP	S
1701	ERR11180363	CIP	R
1702	ERR11180364	CIP	S
1703	ERR11180365	CIP	R
1704	ERR11180366	CIP	R
1705	ERR11180367	CIP	R
1706	ERR11180368	CIP	S
1707	ERR11180369	CIP	S
1708	ERR11180370	CIP	S
1709	ERR11180371	CIP	S
1710	ERR11180372	CIP	R
1711	ERR11180373	CIP	R
1712	ERR11180375	CIP	R
1713	ERR11180376	CIP	R
1714	ERR11180377	CIP	R
1715	ERR11180378	CIP	R
1716	ERR11180379	CIP	R
1717	ERR11180380	CIP	R
1718	ERR11180381	CIP	R
1719	ERR11180382	CIP	R
1720	ERR11180383	CIP	R
1721	ERR11180384	CIP	S
1722	ERR11180385	CIP	S
1723	ERR11180402	CIP	R
1724	ERR11180403	CIP	S
1725	ERR11180404	CIP	R
1726	ERR11180405	CIP	S
1727	ERR11180406	CIP	R
1728	ERR11180407	CIP	R
1729	ERR11180408	CIP	R
1730	ERR11192418	CIP	R
1731	ERR11192420	CIP	S
1732	ERR11192421	CIP	S
1733	ERR11192422	CIP	S
1734	ERR11192423	CIP	R
1735	ERR11192424	CIP	R
1736	ERR11192426	CIP	R
1737	ERR11192427	CIP	R
1738	ERR11192428	CIP	S
1739	ERR11192429	CIP	R
1740	ERR11192431	CIP	S
1741	ERR11192447	CIP	R
1742	ERR11192448	CIP	S
1743	ERR11192449	CIP	S
1744	ERR11192450	CIP	S
1745	ERR11192451	CIP	R
1746	ERR11192453	CIP	S
1747	ERR11192454	CIP	S
1748	ERR11192455	CIP	R
1749	ERR11192456	CIP	S
1750	ERR11192457	CIP	S
1751	ERR11192458	CIP	R
1752	ERR11192460	CIP	R
1753	ERR11192461	CIP	S
1754	ERR11192462	CIP	R
1755	ERR11192463	CIP	S
1756	ERR11192464	CIP	R
1757	ERR11192465	CIP	S
1758	ERR11192467	CIP	S
1759	ERR11192468	CIP	S
1760	ERR11192469	CIP	S
1761	ERR11192470	CIP	R
1762	ERR11192471	CIP	R
1763	ERR11192472	CIP	R
1764	ERR11192473	CIP	R
1765	ERR11192474	CIP	R
1766	ERR11192476	CIP	S
1767	ERR11192477	CIP	S
1768	ERR11192478	CIP	R
1769	ERR11192479	CIP	S
1770	ERR11192480	CIP	R
1771	ERR11192481	CIP	R
1772	ERR11192483	CIP	S
1773	ERR11192484	CIP	S
1774	ERR11192486	CIP	R
1775	ERR11192487	CIP	R
1776	ERR11192488	CIP	R
1777	ERR11192489	CIP	R
1778	ERR11192490	CIP	R
1779	ERR11192491	CIP	R
1780	ERR11192493	CIP	S
1781	ERR11192494	CIP	R
1782	ERR11192495	CIP	R
1783	ERR11192496	CIP	R
1784	ERR11192497	CIP	R
1785	ERR11192498	CIP	R
1786	ERR11192500	CIP	R
1787	ERR11192501	CIP	R
1788	ERR11192502	CIP	R
1789	ERR11192503	CIP	R
1790	ERR11192504	CIP	R
1791	ERR11192505	CIP	R
1792	ERR11192507	CIP	S
1793	ERR11192508	CIP	S
1794	ERR11192509	CIP	R
1795	ERR11192510	CIP	S
1796	ERR11192511	CIP	R
1797	ERR11192512	CIP	R
1798	ERR11192514	CIP	S
1799	ERR11192515	CIP	R
1800	ERR11192516	CIP	R
1801	ERR11192517	CIP	R
1802	ERR11192519	CIP	S
1803	ERR11192520	CIP	R
1804	ERR11192521	CIP	S
1805	ERR11192523	CIP	S
1806	ERR11192524	CIP	R
1807	ERR11192525	CIP	R
1808	ERR11192526	CIP	S
