"id"	"drug_agent"	"pheno_eucast"
"3995"	"ERR11179066"	"CFM"	"S"
"3996"	"ERR11179066"	"CRO"	"S"
"3997"	"ERR11179067"	"CIP"	"S"
"3998"	"ERR11179067"	"CFM"	"S"
"3999"	"ERR11179067"	"CRO"	"S"
"4000"	"ERR11179068"	"CIP"	"R"
"4001"	"ERR11179068"	"CFM"	"S"
"4002"	"ERR11179068"	"CRO"	"S"
"4003"	"ERR11179069"	"CIP"	"S"
"4004"	"ERR11179069"	"CFM"	"S"
"4005"	"ERR11179069"	"CRO"	"S"
"4006"	"ERR11179070"	"CIP"	"S"
"4007"	"ERR11179070"	"CFM"	"S"
"4008"	"ERR11179070"	"CRO"	"S"
"4009"	"ERR11179071"	"CIP"	"R"
"4010"	"ERR11179071"	"CFM"	"S"
"4011"	"ERR11179071"	"CRO"	"S"
"4012"	"ERR11179072"	"CIP"	"S"
"4013"	"ERR11179072"	"CFM"	"S"
"4014"	"ERR11179072"	"CRO"	"S"
"4015"	"ERR11179073"	"CIP"	"S"
"4016"	"ERR11179073"	"CFM"	"S"
"4017"	"ERR11179073"	"CRO"	"S"
"4018"	"ERR11179075"	"CIP"	"S"
"4019"	"ERR11179075"	"CFM"	"S"
"4020"	"ERR11179075"	"CRO"	"S"
"4021"	"ERR11179076"	"CIP"	"S"
"4022"	"ERR11179076"	"CFM"	"S"
"4023"	"ERR11179076"	"CRO"	"S"
"4024"	"ERR11179078"	"CIP"	"S"
"4025"	"ERR11179078"	"CFM"	"S"
"4026"	"ERR11179078"	"CRO"	"S"
"4027"	"ERR11179079"	"CIP"	"R"
"4028"	"ERR11179079"	"CFM"	"S"
"4029"	"ERR11179079"	"CRO"	"S"
"4030"	"ERR11179081"	"CIP"	"R"
"4031"	"ERR11179081"	"CFM"	"S"
"4032"	"ERR11179081"	"CRO"	"S"
"4033"	"ERR11179082"	"CIP"	"S"
"4034"	"ERR11179082"	"CFM"	"S"
"4035"	"ERR11179082"	"CRO"	"S"
"4036"	"ERR11179083"	"CIP"	"R"
"4037"	"ERR11179083"	"CFM"	"S"
"4038"	"ERR11179083"	"CRO"	"S"
"4039"	"ERR11179084"	"CIP"	"R"
"4040"	"ERR11179084"	"CFM"	"S"
"4041"	"ERR11179084"	"CRO"	"S"
"4042"	"ERR11179085"	"CIP"	"S"
"4043"	"ERR11179085"	"CFM"	"S"
"4044"	"ERR11179085"	"CRO"	"S"
"4045"	"ERR11179086"	"CIP"	"R"
"4046"	"ERR11179086"	"CFM"	"S"
"4047"	"ERR11179086"	"CRO"	"S"
"4048"	"ERR11179087"	"CIP"	"R"
"4049"	"ERR11179087"	"CFM"	"S"
"4050"	"ERR11179087"	"CRO"	"S"
"4051"	"ERR11179088"	"CIP"	"R"
"4052"	"ERR11179088"	"CFM"	"S"
"4053"	"ERR11179088"	"CRO"	"S"
"4054"	"ERR11179089"	"CIP"	"R"
"4055"	"ERR11179089"	"CFM"	"S"
"4056"	"ERR11179089"	"CRO"	"S"
"4057"	"ERR11179090"	"CIP"	"R"
"4058"	"ERR11179090"	"CFM"	"S"
"4059"	"ERR11179090"	"CRO"	"S"
"4060"	"ERR11179091"	"CIP"	"R"
"4061"	"ERR11179091"	"CFM"	"S"
"4062"	"ERR11179091"	"CRO"	"S"
"4063"	"ERR11179092"	"CIP"	"R"
"4064"	"ERR11179092"	"CFM"	"S"
"4065"	"ERR11179092"	"CRO"	"S"
"4066"	"ERR11179093"	"CIP"	"S"
"4067"	"ERR11179093"	"CFM"	"S"
"4068"	"ERR11179093"	"CRO"	"S"
"4069"	"ERR11179094"	"CIP"	"R"
"4070"	"ERR11179094"	"CFM"	"S"
"4071"	"ERR11179094"	"CRO"	"S"
"4072"	"ERR11179095"	"CIP"	"R"
"4073"	"ERR11179095"	"CFM"	"S"
"4074"	"ERR11179095"	"CRO"	"S"
"4075"	"ERR11179096"	"CIP"	"R"
"4076"	"ERR11179096"	"CFM"	"S"
"4077"	"ERR11179096"	"CRO"	"S"
"4078"	"ERR11179097"	"CIP"	"S"
"4079"	"ERR11179097"	"CFM"	"S"
"4080"	"ERR11179097"	"CRO"	"S"
"4081"	"ERR11179098"	"CIP"	"R"
"4082"	"ERR11179098"	"CFM"	"S"
"4083"	"ERR11179098"	"CRO"	"S"
"4084"	"ERR11179099"	"CIP"	"R"
"4085"	"ERR11179099"	"CFM"	"S"
"4086"	"ERR11179099"	"CRO"	"S"
"4087"	"ERR11179100"	"CIP"	"R"
"4088"	"ERR11179100"	"CFM"	"S"
"4089"	"ERR11179100"	"CRO"	"S"
"4090"	"ERR11179101"	"CIP"	"R"
"4091"	"ERR11179101"	"CFM"	"S"
"4092"	"ERR11179101"	"CRO"	"S"
"4093"	"ERR11179102"	"CIP"	"R"
"4094"	"ERR11179102"	"CFM"	"S"
"4095"	"ERR11179102"	"CRO"	"S"
"4096"	"ERR11179103"	"CIP"	"S"
"4097"	"ERR11179103"	"CFM"	"S"
"4098"	"ERR11179103"	"CRO"	"S"
"4099"	"ERR11179104"	"CIP"	"S"
"4100"	"ERR11179104"	"CFM"	"S"
"4101"	"ERR11179104"	"CRO"	"S"
"4102"	"ERR11179105"	"CIP"	"R"
"4103"	"ERR11179105"	"CFM"	"S"
"4104"	"ERR11179105"	"CRO"	"S"
"4105"	"ERR11179106"	"CIP"	"R"
"4106"	"ERR11179106"	"CFM"	"S"
"4107"	"ERR11179106"	"CRO"	"S"
"4108"	"ERR11179107"	"CIP"	"R"
"4109"	"ERR11179107"	"CFM"	"S"
"4110"	"ERR11179107"	"CRO"	"S"
"4111"	"ERR11179108"	"CIP"	"R"
"4112"	"ERR11179108"	"CFM"	"S"
"4113"	"ERR11179108"	"CRO"	"S"
"4114"	"ERR11179109"	"CIP"	"S"
"4115"	"ERR11179109"	"CFM"	"S"
"4116"	"ERR11179109"	"CRO"	"S"
"4117"	"ERR11179110"	"CIP"	"S"
"4118"	"ERR11179110"	"CFM"	"S"
"4119"	"ERR11179110"	"CRO"	"S"
"4120"	"ERR11179111"	"CIP"	"S"
"4121"	"ERR11179111"	"CFM"	"S"
"4122"	"ERR11179111"	"CRO"	"S"
"4123"	"ERR11179112"	"CIP"	"R"
"4124"	"ERR11179112"	"CFM"	"S"
"4125"	"ERR11179112"	"CRO"	"S"
"4126"	"ERR11179113"	"CIP"	"S"
"4127"	"ERR11179113"	"CFM"	"S"
"4128"	"ERR11179113"	"CRO"	"S"
"4129"	"ERR11179114"	"CIP"	"S"
"4130"	"ERR11179114"	"CFM"	"S"
"4131"	"ERR11179114"	"CRO"	"S"
"4132"	"ERR11179115"	"CIP"	"R"
"4133"	"ERR11179115"	"CFM"	"S"
"4134"	"ERR11179115"	"CRO"	"S"
"4135"	"ERR11179116"	"CIP"	"R"
"4136"	"ERR11179116"	"CFM"	"S"
"4137"	"ERR11179116"	"CRO"	"S"
"4138"	"ERR11179117"	"CIP"	"S"
"4139"	"ERR11179117"	"CFM"	"S"
"4140"	"ERR11179117"	"CRO"	"S"
"4141"	"ERR11179118"	"CIP"	"S"
"4142"	"ERR11179118"	"CFM"	"S"
"4143"	"ERR11179118"	"CRO"	"S"
"4144"	"ERR11179119"	"CIP"	"S"
"4145"	"ERR11179119"	"CFM"	"S"
"4146"	"ERR11179119"	"CRO"	"S"
"4147"	"ERR11179120"	"CIP"	"R"
"4148"	"ERR11179120"	"CFM"	"S"
"4149"	"ERR11179120"	"CRO"	"S"
"4150"	"ERR11179121"	"CIP"	"R"
"4151"	"ERR11179121"	"CFM"	"S"
"4152"	"ERR11179121"	"CRO"	"S"
"4153"	"ERR11179122"	"CIP"	"S"
"4154"	"ERR11179122"	"CFM"	"S"
"4155"	"ERR11179122"	"CRO"	"S"
"4156"	"ERR11179123"	"CIP"	"R"
"4157"	"ERR11179123"	"CFM"	"S"
"4158"	"ERR11179123"	"CRO"	"S"
"4159"	"ERR11179124"	"CIP"	"S"
"4160"	"ERR11179124"	"CFM"	"S"
"4161"	"ERR11179124"	"CRO"	"S"
"4162"	"ERR11179125"	"CIP"	"S"
"4163"	"ERR11179125"	"CFM"	"S"
"4164"	"ERR11179125"	"CRO"	"S"
"4165"	"ERR11179126"	"CIP"	"R"
"4166"	"ERR11179126"	"CFM"	"S"
"4167"	"ERR11179126"	"CRO"	"S"
"4168"	"ERR11179127"	"CIP"	"S"
"4169"	"ERR11179127"	"CFM"	"S"
"4170"	"ERR11179127"	"CRO"	"S"
"4171"	"ERR11179128"	"CIP"	"R"
"4172"	"ERR11179128"	"CFM"	"S"
"4173"	"ERR11179128"	"CRO"	"S"
"4174"	"ERR11179129"	"CIP"	"S"
"4175"	"ERR11179129"	"CFM"	"S"
"4176"	"ERR11179129"	"CRO"	"S"
"4177"	"ERR11179130"	"CIP"	"R"
"4178"	"ERR11179130"	"CFM"	"S"
"4179"	"ERR11179130"	"CRO"	"S"
"4180"	"ERR11179131"	"CIP"	"S"
"4181"	"ERR11179131"	"CFM"	"S"
"4182"	"ERR11179131"	"CRO"	"S"
"4183"	"ERR11179132"	"CIP"	"S"
"4184"	"ERR11179132"	"CFM"	"S"
"4185"	"ERR11179132"	"CRO"	"S"
"4186"	"ERR11179133"	"CIP"	"S"
"4187"	"ERR11179133"	"CFM"	"S"
"4188"	"ERR11179133"	"CRO"	"S"
"4189"	"ERR11179137"	"CIP"	"S"
"4190"	"ERR11179137"	"CFM"	"S"
"4191"	"ERR11179137"	"CRO"	"S"
"4192"	"ERR11179138"	"CIP"	"R"
"4193"	"ERR11179138"	"CFM"	"S"
"4194"	"ERR11179138"	"CRO"	"S"
"4195"	"ERR11179139"	"CIP"	"R"
"4196"	"ERR11179139"	"CFM"	"S"
"4197"	"ERR11179139"	"CRO"	"S"
"4198"	"ERR11179140"	"CIP"	"S"
"4199"	"ERR11179140"	"CFM"	"S"
"4200"	"ERR11179140"	"CRO"	"S"
"4201"	"ERR11179141"	"CIP"	"R"
"4202"	"ERR11179141"	"CFM"	"S"
"4203"	"ERR11179141"	"CRO"	"S"
"4204"	"ERR11179142"	"CIP"	"R"
"4205"	"ERR11179142"	"CFM"	"S"
"4206"	"ERR11179142"	"CRO"	"S"
"4207"	"ERR11179143"	"CIP"	"R"
"4208"	"ERR11179143"	"CFM"	"S"
"4209"	"ERR11179143"	"CRO"	"S"
"4210"	"ERR11179144"	"CIP"	"R"
"4211"	"ERR11179144"	"CFM"	"S"
"4212"	"ERR11179144"	"CRO"	"S"
"4213"	"ERR11179145"	"CIP"	"S"
"4214"	"ERR11179145"	"CFM"	"S"
"4215"	"ERR11179145"	"CRO"	"S"
"4216"	"ERR11179146"	"CIP"	"S"
"4217"	"ERR11179146"	"CFM"	"S"
"4218"	"ERR11179146"	"CRO"	"S"
"4219"	"ERR11179147"	"CIP"	"R"
"4220"	"ERR11179147"	"CFM"	"S"
"4221"	"ERR11179147"	"CRO"	"S"
"4222"	"ERR11179148"	"CIP"	"S"
"4223"	"ERR11179148"	"CFM"	"S"
"4224"	"ERR11179148"	"CRO"	"S"
"4225"	"ERR11179151"	"CIP"	"R"
"4226"	"ERR11179151"	"CFM"	"S"
"4227"	"ERR11179151"	"CRO"	"S"
"4228"	"ERR11179152"	"CIP"	"R"
"4229"	"ERR11179152"	"CFM"	"S"
"4230"	"ERR11179152"	"CRO"	"S"
"4231"	"ERR11179153"	"CIP"	"R"
"4232"	"ERR11179153"	"CFM"	"S"
"4233"	"ERR11179153"	"CRO"	"S"
"4234"	"ERR11179154"	"CIP"	"R"
"4235"	"ERR11179154"	"CFM"	"S"
"4236"	"ERR11179154"	"CRO"	"S"
"4237"	"ERR11179155"	"CIP"	"R"
"4238"	"ERR11179155"	"CFM"	"S"
"4239"	"ERR11179155"	"CRO"	"S"
"4240"	"ERR11179156"	"CIP"	"R"
"4241"	"ERR11179156"	"CFM"	"S"
"4242"	"ERR11179156"	"CRO"	"S"
"4243"	"ERR11179157"	"CIP"	"R"
"4244"	"ERR11179157"	"CFM"	"S"
"4245"	"ERR11179157"	"CRO"	"S"
"4246"	"ERR11179158"	"CIP"	"R"
"4247"	"ERR11179158"	"CFM"	"S"
"4248"	"ERR11179158"	"CRO"	"S"
"4249"	"ERR11179159"	"CIP"	"R"
"4250"	"ERR11179159"	"CFM"	"S"
"4251"	"ERR11179159"	"CRO"	"S"
"4252"	"ERR11179160"	"CIP"	"S"
"4253"	"ERR11179160"	"CFM"	"S"
"4254"	"ERR11179160"	"CRO"	"S"
"4255"	"ERR11179161"	"CIP"	"S"
"4256"	"ERR11179161"	"CFM"	"S"
"4257"	"ERR11179161"	"CRO"	"S"
"4258"	"ERR11179162"	"CIP"	"S"
"4259"	"ERR11179162"	"CFM"	"S"
"4260"	"ERR11179162"	"CRO"	"S"
"4261"	"ERR11179163"	"CIP"	"S"
"4262"	"ERR11179163"	"CFM"	"S"
"4263"	"ERR11179163"	"CRO"	"S"
"4264"	"ERR11179164"	"CIP"	"S"
"4265"	"ERR11179164"	"CFM"	"S"
"4266"	"ERR11179164"	"CRO"	"S"
"4267"	"ERR11179165"	"CIP"	"S"
"4268"	"ERR11179165"	"CFM"	"S"
"4269"	"ERR11179165"	"CRO"	"S"
"4270"	"ERR11179166"	"CIP"	"R"
"4271"	"ERR11179166"	"CFM"	"S"
"4272"	"ERR11179166"	"CRO"	"S"
"4273"	"ERR11179167"	"CIP"	"S"
"4274"	"ERR11179167"	"CFM"	"S"
"4275"	"ERR11179167"	"CRO"	"S"
"4276"	"ERR11179168"	"CIP"	"R"
"4277"	"ERR11179168"	"CFM"	"S"
"4278"	"ERR11179168"	"CRO"	"S"
"4279"	"ERR11179169"	"CIP"	"R"
"4280"	"ERR11179169"	"CFM"	"S"
"4281"	"ERR11179169"	"CRO"	"S"
"4282"	"ERR11179170"	"CIP"	"R"
"4283"	"ERR11179170"	"CFM"	"S"
"4284"	"ERR11179170"	"CRO"	"S"
"4285"	"ERR11179171"	"CIP"	"R"
"4286"	"ERR11179171"	"CFM"	"S"
"4287"	"ERR11179171"	"CRO"	"S"
"4288"	"ERR11179172"	"CIP"	"R"
"4289"	"ERR11179172"	"CFM"	"S"
"4290"	"ERR11179172"	"CRO"	"S"
"4291"	"ERR11179173"	"CIP"	"R"
"4292"	"ERR11179173"	"CFM"	"R"
"4293"	"ERR11179173"	"CRO"	"S"
"4294"	"ERR11179174"	"CIP"	"R"
"4295"	"ERR11179174"	"CFM"	"S"
"4296"	"ERR11179174"	"CRO"	"S"
"4297"	"ERR11179175"	"CIP"	"S"
"4298"	"ERR11179175"	"CFM"	"S"
"4299"	"ERR11179175"	"CRO"	"S"
"4300"	"ERR11179176"	"CIP"	"R"
"4301"	"ERR11179176"	"CFM"	"S"
"4302"	"ERR11179176"	"CRO"	"S"
"4303"	"ERR11179177"	"CIP"	"S"
"4304"	"ERR11179177"	"CFM"	"S"
"4305"	"ERR11179177"	"CRO"	"S"
"4306"	"ERR11179178"	"CIP"	"R"
"4307"	"ERR11179178"	"CFM"	"S"
"4308"	"ERR11179178"	"CRO"	"S"
"4309"	"ERR11179179"	"CIP"	"R"
"4310"	"ERR11179179"	"CFM"	"S"
"4311"	"ERR11179179"	"CRO"	"S"
"4312"	"ERR11179180"	"CIP"	"S"
"4313"	"ERR11179180"	"CFM"	"S"
"4314"	"ERR11179180"	"CRO"	"S"
"4315"	"ERR11179181"	"CIP"	"R"
"4316"	"ERR11179181"	"CFM"	"S"
"4317"	"ERR11179181"	"CRO"	"S"
"4318"	"ERR11179182"	"CIP"	"S"
"4319"	"ERR11179182"	"CFM"	"S"
"4320"	"ERR11179182"	"CRO"	"S"
"4321"	"ERR11179183"	"CIP"	"S"
"4322"	"ERR11179183"	"CFM"	"S"
"4323"	"ERR11179183"	"CRO"	"S"
"4324"	"ERR11179184"	"CIP"	"R"
"4325"	"ERR11179184"	"CFM"	"S"
"4326"	"ERR11179184"	"CRO"	"S"
"4327"	"ERR11179185"	"CIP"	"S"
"4328"	"ERR11179185"	"CFM"	"S"
"4329"	"ERR11179185"	"CRO"	"S"
"4330"	"ERR11179186"	"CIP"	"R"
"4331"	"ERR11179186"	"CFM"	"S"
"4332"	"ERR11179186"	"CRO"	"S"
"4333"	"ERR11179187"	"CIP"	"R"
"4334"	"ERR11179187"	"CFM"	"S"
"4335"	"ERR11179187"	"CRO"	"S"
"4336"	"ERR11179188"	"CIP"	"S"
"4337"	"ERR11179188"	"CFM"	"S"
"4338"	"ERR11179188"	"CRO"	"S"
"4339"	"ERR11179189"	"CIP"	"R"
"4340"	"ERR11179189"	"CFM"	"S"
"4341"	"ERR11179189"	"CRO"	"S"
"4342"	"ERR11179190"	"CIP"	"R"
"4343"	"ERR11179190"	"CFM"	"S"
"4344"	"ERR11179190"	"CRO"	"S"
"4345"	"ERR11179191"	"CIP"	"R"
"4346"	"ERR11179191"	"CFM"	"S"
"4347"	"ERR11179191"	"CRO"	"S"
"4348"	"ERR11179192"	"CIP"	"R"
"4349"	"ERR11179192"	"CFM"	"S"
"4350"	"ERR11179192"	"CRO"	"S"
"4351"	"ERR11179193"	"CIP"	"R"
"4352"	"ERR11179193"	"CFM"	"S"
"4353"	"ERR11179193"	"CRO"	"S"
"4354"	"ERR11179194"	"CIP"	"S"
"4355"	"ERR11179194"	"CFM"	"S"
"4356"	"ERR11179194"	"CRO"	"S"
"4357"	"ERR11179195"	"CIP"	"R"
"4358"	"ERR11179195"	"CFM"	"S"
"4359"	"ERR11179195"	"CRO"	"S"
"4360"	"ERR11179196"	"CIP"	"S"
"4361"	"ERR11179196"	"CFM"	"S"
"4362"	"ERR11179196"	"CRO"	"S"
"4363"	"ERR11179197"	"CIP"	"S"
"4364"	"ERR11179197"	"CFM"	"S"
"4365"	"ERR11179197"	"CRO"	"S"
"4366"	"ERR11179198"	"CIP"	"S"
"4367"	"ERR11179198"	"CFM"	"S"
"4368"	"ERR11179198"	"CRO"	"S"
"4369"	"ERR11179199"	"CIP"	"S"
"4370"	"ERR11179199"	"CFM"	"S"
"4371"	"ERR11179199"	"CRO"	"S"
"4372"	"ERR11179200"	"CIP"	"R"
"4373"	"ERR11179200"	"CFM"	"S"
"4374"	"ERR11179200"	"CRO"	"S"
"4375"	"ERR11179201"	"CIP"	"S"
"4376"	"ERR11179201"	"CFM"	"S"
"4377"	"ERR11179201"	"CRO"	"S"
"4378"	"ERR11179202"	"CIP"	"R"
"4379"	"ERR11179202"	"CFM"	"S"
"4380"	"ERR11179202"	"CRO"	"S"
"4381"	"ERR11179203"	"CIP"	"S"
"4382"	"ERR11179203"	"CFM"	"S"
"4383"	"ERR11179203"	"CRO"	"S"
"4384"	"ERR11179204"	"CIP"	"R"
"4385"	"ERR11179204"	"CFM"	"S"
"4386"	"ERR11179204"	"CRO"	"S"
"4387"	"ERR11179205"	"CIP"	"R"
"4388"	"ERR11179205"	"CFM"	"S"
"4389"	"ERR11179205"	"CRO"	"S"
"4390"	"ERR11179206"	"CIP"	"R"
"4391"	"ERR11179206"	"CFM"	"S"
"4392"	"ERR11179206"	"CRO"	"S"
"4393"	"ERR11179207"	"CIP"	"S"
"4394"	"ERR11179207"	"CFM"	"S"
"4395"	"ERR11179207"	"CRO"	"S"
"4396"	"ERR11179208"	"CIP"	"R"
"4397"	"ERR11179208"	"CFM"	"S"
"4398"	"ERR11179208"	"CRO"	"S"
"4399"	"ERR11179209"	"CIP"	"S"
"4400"	"ERR11179209"	"CFM"	"S"
"4401"	"ERR11179209"	"CRO"	"S"
"4402"	"ERR11179210"	"CIP"	"R"
"4403"	"ERR11179210"	"CFM"	"S"
"4404"	"ERR11179210"	"CRO"	"S"
"4405"	"ERR11179211"	"CIP"	"R"
"4406"	"ERR11179211"	"CFM"	"S"
"4407"	"ERR11179211"	"CRO"	"S"
"4408"	"ERR11179212"	"CIP"	"R"
"4409"	"ERR11179212"	"CFM"	"S"
"4410"	"ERR11179212"	"CRO"	"S"
"4411"	"ERR11179213"	"CIP"	"S"
"4412"	"ERR11179213"	"CFM"	"S"
"4413"	"ERR11179213"	"CRO"	"S"
"4414"	"ERR11179214"	"CIP"	"R"
"4415"	"ERR11179214"	"CFM"	"S"
"4416"	"ERR11179214"	"CRO"	"S"
"4417"	"ERR11179215"	"CIP"	"R"
"4418"	"ERR11179215"	"CFM"	"S"
"4419"	"ERR11179215"	"CRO"	"S"
"4420"	"ERR11179216"	"CIP"	"R"
"4421"	"ERR11179216"	"CFM"	"S"
"4422"	"ERR11179216"	"CRO"	"S"
"4423"	"ERR11179217"	"CIP"	"S"
"4424"	"ERR11179217"	"CFM"	"S"
"4425"	"ERR11179217"	"CRO"	"S"
"4426"	"ERR11179218"	"CIP"	"R"
"4427"	"ERR11179218"	"CFM"	"S"
"4428"	"ERR11179218"	"CRO"	"S"
"4429"	"ERR11179219"	"CIP"	"S"
"4430"	"ERR11179219"	"CFM"	"S"
"4431"	"ERR11179219"	"CRO"	"S"
"4432"	"ERR11179220"	"CIP"	"R"
"4433"	"ERR11179220"	"CFM"	"S"
"4434"	"ERR11179220"	"CRO"	"S"
"4435"	"ERR11179221"	"CIP"	"S"
"4436"	"ERR11179221"	"CFM"	"S"
"4437"	"ERR11179221"	"CRO"	"S"
"4438"	"ERR11179222"	"CIP"	"R"
"4439"	"ERR11179222"	"CFM"	"S"
"4440"	"ERR11179222"	"CRO"	"S"
"4441"	"ERR11179223"	"CIP"	"R"
"4442"	"ERR11179223"	"CFM"	"S"
"4443"	"ERR11179223"	"CRO"	"S"
"4444"	"ERR11179224"	"CIP"	"S"
"4445"	"ERR11179224"	"CFM"	"S"
"4446"	"ERR11179224"	"CRO"	"S"
"4447"	"ERR11179225"	"CIP"	"R"
"4448"	"ERR11179225"	"CFM"	"S"
"4449"	"ERR11179225"	"CRO"	"S"
"4450"	"ERR11179226"	"CIP"	"R"
"4451"	"ERR11179226"	"CFM"	"S"
"4452"	"ERR11179226"	"CRO"	"S"
"4453"	"ERR11179227"	"CIP"	"R"
"4454"	"ERR11179227"	"CFM"	"S"
"4455"	"ERR11179227"	"CRO"	"S"
"4456"	"ERR11179228"	"CIP"	"R"
"4457"	"ERR11179228"	"CFM"	"S"
"4458"	"ERR11179228"	"CRO"	"S"
"4459"	"ERR11179229"	"CIP"	"R"
"4460"	"ERR11179229"	"CFM"	"S"
"4461"	"ERR11179229"	"CRO"	"S"
"4462"	"ERR11179230"	"CIP"	"R"
"4463"	"ERR11179230"	"CFM"	"S"
"4464"	"ERR11179230"	"CRO"	"S"
"4465"	"ERR11179231"	"CIP"	"R"
"4466"	"ERR11179231"	"CFM"	"S"
"4467"	"ERR11179231"	"CRO"	"S"
"4468"	"ERR11179232"	"CIP"	"R"
"4469"	"ERR11179232"	"CFM"	"S"
"4470"	"ERR11179232"	"CRO"	"S"
"4471"	"ERR11179233"	"CIP"	"R"
"4472"	"ERR11179233"	"CFM"	"S"
"4473"	"ERR11179233"	"CRO"	"S"
"4474"	"ERR11179234"	"CIP"	"R"
"4475"	"ERR11179234"	"CFM"	"S"
"4476"	"ERR11179234"	"CRO"	"S"
"4477"	"ERR11179235"	"CIP"	"R"
"4478"	"ERR11179235"	"CFM"	"S"
"4479"	"ERR11179235"	"CRO"	"S"
"4480"	"ERR11179236"	"CIP"	"R"
"4481"	"ERR11179236"	"CFM"	"S"
"4482"	"ERR11179236"	"CRO"	"S"
"4483"	"ERR11179237"	"CIP"	"R"
"4484"	"ERR11179237"	"CFM"	"S"
"4485"	"ERR11179237"	"CRO"	"S"
"4486"	"ERR11179238"	"CIP"	"R"
"4487"	"ERR11179238"	"CFM"	"S"
"4488"	"ERR11179238"	"CRO"	"S"
"4489"	"ERR11179239"	"CIP"	"R"
"4490"	"ERR11179239"	"CFM"	"S"
"4491"	"ERR11179239"	"CRO"	"S"
"4492"	"ERR11179240"	"CIP"	"S"
"4493"	"ERR11179240"	"CFM"	"S"
"4494"	"ERR11179240"	"CRO"	"S"
"4495"	"ERR11179241"	"CIP"	"R"
"4496"	"ERR11179241"	"CFM"	"S"
"4497"	"ERR11179241"	"CRO"	"S"
"4498"	"ERR11179242"	"CIP"	"R"
"4499"	"ERR11179242"	"CFM"	"S"
"4500"	"ERR11179242"	"CRO"	"S"
"4501"	"ERR11179243"	"CIP"	"R"
"4502"	"ERR11179243"	"CFM"	"S"
"4503"	"ERR11179243"	"CRO"	"S"
"4504"	"ERR11179244"	"CIP"	"R"
"4505"	"ERR11179244"	"CFM"	"S"
"4506"	"ERR11179244"	"CRO"	"S"
"4507"	"ERR11179245"	"CIP"	"S"
"4508"	"ERR11179245"	"CFM"	"S"
"4509"	"ERR11179245"	"CRO"	"S"
"4510"	"ERR11179246"	"CIP"	"R"
"4511"	"ERR11179246"	"CFM"	"S"
"4512"	"ERR11179246"	"CRO"	"S"
"4513"	"ERR11179247"	"CIP"	"R"
"4514"	"ERR11179247"	"CFM"	"S"
"4515"	"ERR11179247"	"CRO"	"S"
"4516"	"ERR11179248"	"CIP"	"R"
"4517"	"ERR11179248"	"CFM"	"S"
"4518"	"ERR11179248"	"CRO"	"S"
"4519"	"ERR11179249"	"CIP"	"R"
"4520"	"ERR11179249"	"CFM"	"S"
"4521"	"ERR11179249"	"CRO"	"S"
"4522"	"ERR11179250"	"CIP"	"S"
"4523"	"ERR11179250"	"CFM"	"S"
"4524"	"ERR11179250"	"CRO"	"S"
"4525"	"ERR11179251"	"CIP"	"R"
"4526"	"ERR11179251"	"CFM"	"S"
"4527"	"ERR11179251"	"CRO"	"S"
"4528"	"ERR11179252"	"CIP"	"S"
"4529"	"ERR11179252"	"CFM"	"S"
"4530"	"ERR11179252"	"CRO"	"S"
"4531"	"ERR11179253"	"CIP"	"S"
"4532"	"ERR11179253"	"CFM"	"S"
"4533"	"ERR11179253"	"CRO"	"S"
"4534"	"ERR11179254"	"CIP"	"S"
"4535"	"ERR11179254"	"CFM"	"S"
"4536"	"ERR11179254"	"CRO"	"S"
"4537"	"ERR11179255"	"CIP"	"S"
"4538"	"ERR11179255"	"CFM"	"S"
"4539"	"ERR11179255"	"CRO"	"S"
"4540"	"ERR11179256"	"CIP"	"S"
"4541"	"ERR11179256"	"CFM"	"S"
"4542"	"ERR11179256"	"CRO"	"S"
"4543"	"ERR11179257"	"CIP"	"S"
"4544"	"ERR11179257"	"CFM"	"S"
"4545"	"ERR11179257"	"CRO"	"S"
"4546"	"ERR11179258"	"CIP"	"R"
"4547"	"ERR11179258"	"CFM"	"S"
"4548"	"ERR11179258"	"CRO"	"S"
"4549"	"ERR11179259"	"CIP"	"S"
"4550"	"ERR11179259"	"CFM"	"S"
"4551"	"ERR11179259"	"CRO"	"S"
"4552"	"ERR11179260"	"CIP"	"S"
"4553"	"ERR11179260"	"CFM"	"S"
"4554"	"ERR11179260"	"CRO"	"S"
"4555"	"ERR11179261"	"CIP"	"R"
"4556"	"ERR11179261"	"CFM"	"S"
"4557"	"ERR11179261"	"CRO"	"S"
"4558"	"ERR11179262"	"CIP"	"R"
"4559"	"ERR11179262"	"CFM"	"S"
"4560"	"ERR11179262"	"CRO"	"S"
"4561"	"ERR11179263"	"CIP"	"R"
"4562"	"ERR11179263"	"CFM"	"S"
"4563"	"ERR11179263"	"CRO"	"S"
"4564"	"ERR11179264"	"CIP"	"R"
"4565"	"ERR11179264"	"CFM"	"S"
"4566"	"ERR11179264"	"CRO"	"S"
"4567"	"ERR11179265"	"CIP"	"S"
"4568"	"ERR11179265"	"CFM"	"S"
"4569"	"ERR11179265"	"CRO"	"S"
"4570"	"ERR11179266"	"CIP"	"R"
"4571"	"ERR11179266"	"CFM"	"S"
"4572"	"ERR11179266"	"CRO"	"S"
"4573"	"ERR11179267"	"CIP"	"S"
"4574"	"ERR11179267"	"CFM"	"S"
"4575"	"ERR11179267"	"CRO"	"S"
"4576"	"ERR11179268"	"CIP"	"R"
